ID,Feed,Sentiment
,"نحبوووو برشااا و يعجبني 
m7lek
Inta m3aaaaaalam ya nouuur... notre fierté bravooooooo et bonne continuation
Vraiment a7la sami wnchala rabi ywaf9ek wdima benje7
احلا برنامج والي احلا منه المذيع
Akid a7la mimadhla
جعفور احسن كوميدي في تونس حاليا و ميحبش الجهويات  و يعاون فالمحتاجين ربي يحميك
قدوة و مثال رائع اولاد مفيدة ك أخوة
تبارك الله عليه... معلم
mahlakom raby yhanikom raby yba3ad 3likom bnete lahram
معلللللللللم والله
عسل يختي عسل
bsaraha... Mraa mettha9fa w te3jeebnyy w 9lil manelkaw nsee hakka.. bravo 😍😘❤
mcheeeeee2  allah  <3  t7yetiiiiiiii  wlh  (y)
ani n7ebhaaaaa
روووووعة
محلااااااااهم ومزينهم عجبوبي برشا
أمنة فاخر أحلی و أقوی صوت طربي في تونس و فنانة ملتزمة و محترمة برشااا bravoo emna :*
ma7leha sahriya ma3a kafon <3
Ya weldi zayed elwahra wahra
bravo (y)
bravo  ye m3alem
موهر شيخنا... يرحم والدين كل انسان دخل الضحكة لديارنا...
ربي يحفط تونس # امنورين صفحه ربي يحميكم
ma7la zinha,  inhebha barcha <3 :) :*
Bravo wlh
Vrimon mouselsel efate9 ya3mel el kef
Faza Hayla 👍
3aLamiyà..!! :D
Hhh ma7leha ellamma
 ya m3alem
ربي اوفقك
أحسن و أجمل مراء في تونس :)
yesr tayara vrm
الله يرحم والديك يا وليد التونسي راجل ولد راجل وسيد الرجال اعطيت درس لبعض المايعين والمتخثين. وبرفو والف برافو لاحمد الاندلسي على موقفه الرجولي الصحيح
NUMERO 1 FIL MEZWED
Hhhhhhhh bravo wlh ",Positive
,والله ما امسط من نجلاء كان انت والفن تكب سعدا من نهار لشدية انت نقيب الفنانين برا شوف خدمة اخرى خيرلك انت عملت عار وريحة اكثر من نجلاء ....ياسيدي شيخ .....تحكي على الفن شنوا مستواك انت تي انت ونجلاء كيف كيف انت م .. وهيا ق... ورجال ميتحقرش يابهيم موش ندافع على الدالاجي اما حسب من شوف خير منك وعطى في ميدان متعوا خير منك .....مرخصك حاصيلوا .........يا مسخ تفوه عليك وعلى قدرك كان عندك فدر ............,Negative
,Rake masete rake lasta,Negative
,صوت جميل تبارك الله...,Positive
,Raw3a,Positive
,ماشاء الله عليك يا و ليد تونسي تعرف كيف تغني,Positive
,جعفورا يعمبو زينك اكثر واحد كل ما نتفرج فيه يضحكني 😘,Positive
,mahezla :/ ba9atlou 8ousa fi 9albou #lotfi :v,Negative
,Hhhhhhhh. Ma7leha. Fih. Hhhhhhh,Positive
,بربي نقص من ظهورك في التلافز,Negative
,لعنة الله عليك إلى يوم يبعثون,Negative
,لا يستحق أي تعليق. غير التحقيييير,Negative
,Masta master elmosalsel,Negative
,معلم و رايو يمثل اكثر من 90% من التوانسة ♥♥,Positive
,نور شيبة برّا وهف يهزّك و يلمّك...جبالك الرّواسي ولا عبدك الثقيل...لتوّا ما فقتش بروحك لا تتاكل ولا تتشرب..؟؟؟,Negative
,مكبر راسو ومااقل فهمو هالبهيم,Negative
,Bou zinhom,Positive
,Ye3tihe sahe bravo,Positive
,تمد في ومنضرك زايد اطحين في دمك تفيه,Negative
,Mahboula wzagrtoulha fi withnha,Negative
,Em3allen <3,Positive
,KARIM MASTE BARCHAAAAAAAAAAAAAA,Negative
,Bravo بنت عمو ثامى,Positive
,tfouuuuuuuuuh,Negative
,كريم طياره,Positive
,Tfouhhh,Negative
,Oufffff chbik 3bedtelna safi said ye5i on n'a plus de competences politiques fel blad??!!!,Negative
,تعجبني في أخلاقها و راكزة في كلامها من أحسن الممثلات في تونس :*,Positive
,wlhh m3além kamél :* Bonne contuniations :D :v,Positive
,مسلسل تافه لا علاقة له بالواقع فالواقع اسوء بكثير,Negative
,Bravooo wlh ta9a incroyable,Positive
,توتو يا معلم !,Positive
,7al9aa 3alamiaa __❤❤❤,Positive
,جعفر الڨازمي في التمثيل نجح في التنشيط نجح في الإذاعة نجح حتى مالفن نجح الحوت عليه معلم,Positive
,"Tfooooh, massi5",Negative
,قلة حيا وقلة تربيه ووقاحه وفساد,Negative
,حنان عسل,Positive
,T7ebbek laf3a ye wejh ellou7.attoyor 3le achkelha ta9a3,Negative
,Mamstouuuu,Negative
,حلوه برشا ديما ڨليب تبركالله,Positive
,هي فنانة عندها مستقبل كبير ان شاء الله,Positive
,Hhhhhhhh ma7lehom,Positive
,9erd,Negative
,hhhhhhhhhhhhhhhhh  maaaaaaaaasta,Negative
,منافق مقداد,Negative
,مخيبو لخرى,Negative
,9nanou,Negative
,sa7it nour wassel,Positive
,Oui bravooo :-*,Positive
,Bravo yasen,Positive
,لاأدعو إلى مقاطعة هاته القناة فقط إنما جميع قنواتنا فيها نفس السموم من إشاعة الفاحشة و الرذيلة والإلحاد والكفر في بعض الأحيان فاتقوا الله في دينكم وإولادكم وأزواجكم وأمهاتكم . أيعقل من مسلم أن يترك هاته السموم في منزله ؟؟ والله الذي لا إله إلا هو سيسأل كل منا  .أسأل الله الهداية لي ولكم,Negative
,Mamestou Pff,Negative
,Mra o 3liha l klem (y) 3sal denya o sha5seya 9weya :D,Positive
,خامجة من خامجات المجتمع التونسي الحديث,Negative
,تحية وتقدير لك يا ناجي جلول,Positive
,WA7DEK SAMI,Positive
,Mabldek w mabled dhyoufek..,Negative
,La9ta hlouwa,Positive
,اخيب ممثله شفتها في حياتي,Negative
,Mouch normal mgatel dohek bsaraha chapo sami elfhri a3az mosalsel,Positive
,Mahlehom ezoz ye3jbouni,Positive
,كان يعجبني برشا أما يا ليتني ما تفرجت فيه الليلة,Positive
,ممسطو,Negative
,تبركالله علاها منورة الحلقة فتانة حلوة رزينة أنيقة علي كل تونس بنسها يا أمونة ♥♥♡,Positive
,بليد  هههههههههه,Negative
,ممسطو ومرمزوً,Negative
,ملا لفعة بسبعة رؤوس,Negative
,M3alem,Positive
,A7la bou ritou fi7yeti rabi ifarj 3lih w yeshfilou bnto <3,Positive
,Lbled de5la fi 7iiit wntouma tab3ou ettafahett .. tfooooh,Negative
,موش متربي,Negative
,تافه منتفرجش,Negative
,Wallah fr7tlou mabrouk brvoooo byrem :-*,Positive
,mrjtouna bih hal far5 ..fadadtouna,Negative
,يعطيك صحة عطيتهالو تحت وذن كيما قال الفاهم,Positive
,مايعجبنيش تمثيلو ياسر مبالغة في لكلام,Negative
,منحط.منحط منحط منحط منحط منحط منحط,Negative
,المعلم 👍👍,Positive
,انا واحد من ناس متفرجتش و مقادش نحب نتفرج على هل مناظر و هل أشكال التافهة,Negative
,nour <3,Positive
,يا مقداد واللّه ماسط بما تحتويه الكلمة من معنى :'(,Negative
,بصراحة وهرتوا وحدها ديما مشيخنا   لمعلم <3,Positive
,Hhhhhhhhhhhhh حلقة عالمية,Positive
,Raw3a hal mra..taajibni ysr,Positive
,منافق,Negative
,Ramdam raho msatea heka ☺☺,Negative
,Machaallah. Aliek. Ya. Beya,Positive
,Mahleha,Positive
,Pfffffff mamstek ou mamstek ou mamstek ou markek,Negative
,Mela fadhy7 ,Negative
,كذاب ومنافق,Negative
,"Ena rit w masada9tech nes5ayel inviter ki ja3fer gesmi 
Hlow
بكل سرحة ابداع خاصة سمير تختب نميس يا معلم تريح على قاعد ههههههههههههههه
em3alim amine wasil bravo
انت معلممممم ♡
عبد الفتاح مورو أعتزو و أتشرف به
Ja3four dima mwahre
yassir tahfouna hanene echograni
 تحفونة
كم يعجبني فنيا وثقافيا تحدث بصدق يستحق الاحترام
روووووعه
يعتي الصحة للوزير والقاضي هذه الحرية واللي بلاش في تونسنا اليوم
7low (y)
نحييك يا ولد بلادي و ربي ميخليها بحد براافوو ليك
ana hadha echakhs ya3jabni 3allakher lianno fannen w ya3ref ach ya3mal  bravo kafon wassl
Mahlaaaaaakom
M3alma
Bravo mousalsel tayara barchaaa
3amel 9adech men 7arboucha hh ya m3alem
Tayara
يواتيها دور ليلى بن علي . تنجم تمثلو مليح خاصةً الملامح قريبة برشى
Ana bkit bravo wallh
Kafon isem 3la mosama ;)
صوتها حلو
برهان بسيس من أهم و أكثر إلمنشطين إلي يعجبوني واصل ;-) و سبق الخير تلقا الخير تتلفة وراك تظيع إلي قدامﻻ  خلينا متفؤلين <3
جعفور يا معلم
Ma7lehom Rabi lemchamlhom yarab
ناجي جلول يامعلم واحنا منك نتعلم
Bravo khadija
3ejbetni Moufida , elle fait bien son rôle .
3sal el denya w win t7otou ynawer w lookou yfata9 w mwetih
عسسسسسسسسسل
ya3jibni n9olou bravou wasel
nawfel wahdou
w nahna zeda nehebouk 5atrek henine
Bravoooooooo madam
راو احمد بيدو كان يتبع في المثليين وداخل معاهم هههههههههههههه",Positive
,رائعه,Positive
,برافو,Positive
,"rak masttaaaaaaaaa, rak lasstaaaaaaaaaaa, rak sel3a kal5a ma tchayya5ch errassetaaaaa",Negative
,اكبر مسرحية سخيفة,Negative
,tbarkala 3lih klem s7i7 w ya3ref ech y5arej men fomou,Positive
,ماصت شويه,Negative
,والله .....نعم الاب,Positive
,bsara7a southa 7low,Positive
,9ouiya barcha . T3jebni,Positive
,Tfiiiiih,Negative
,Ahla baja3a walllah mhlekk,Positive
,Masta lfaza,Negative
,شكرا لكل مواطن بسيط يخاف علا تونس و تونس  ديمة واقفة بالرجاله,Positive
,بربي نحيوه هاالممثل,Negative
,Braoooooooo sami a7la jaw,Positive
,M3alem (y),Positive
,Mahleha mohtarma hatta lebsitha mastoura,Positive
,A3lech t9lou si tawfik tfouh a3lih,Negative
,ممثلة طيارة و متمكنة تحياتي لاها,Positive
,أشبيه ماسط هاكا إيقول لشكيب نهضاوي علاه ما يسألش لعماري أشبيه من النداء,Negative
,Bravo,Positive
,rass el bhim wejhou mouch mte3 telvza w el dhmar 5atih,Negative
,bal3ouuuuuut,Negative
,Mahouch metrobbi w bhiiiim,Negative
,محلاك و محلى صوتك ياسر دخلت قلبي,Positive
,هاي الفتنة,Negative
,bravoo,Positive
,Matfahkom,Negative
,أمثال هذه التفاهة وجب سجنهم في سجن خاص بهم وسحب الجنسية منهم لأنهم عار علي الجنسية التونسية,Negative
,التونسية تحاول تبييض اعمال بن علي من خلال تافه و جاهل و منحط... اخي كي ظال هجتكم باش ادغفونا و ترجعو بن علي تي ماو جيبو واحد راجل موش ةاحد اجهل من سباطي.. يا ولدي بن علي راكم اتفهو فيه بها الوجوه المقلبة...كي اطحنو اعرفو قواعد الطحين....,Negative
,"افففففف""",Negative
,Wallah la iwali rajel,Negative
,أمين ... كل يوم اتزيد في البهاما... قداشك ابهيم بالقوي... برجولية...,Negative
,Tbarkallah 3liha,Positive
,لمرزوقي خير منكم وخير من أمثالكم,Positive
,هبااااااال شبعة ضحك,Positive
,انت معلم,Positive
,برافو ولييييد نحبك و اليوم زدت حبيتك اكثر ... معلم,Positive
,عسل,Positive
,moumtez+moutrabi,Positive
,Maaaaaasssit,Negative
,Wa7dek ya hanona n7ebek barrrrrrrrrcha,Positive
,موش نورمال والله وقت هو يتكلم كلها تسكت معلم زايد,Positive
,sawet w jamel w ane9a,Positive
,ma7lek barhouma ya 3asoula,Positive
,دورها في مسلسل موفيد ميعجبنيش,Negative
,إن شاء الله تنقسوا شويا من قلة الحياء و زيد مسلسل في شهر فضيل ... :(,Negative
,ماسطة ال توة ما فهمتش روحها الي هي عمرها ماتجي فنانة تعوف اصل .....,Negative
,Blada werkeka,Negative
,klemha 7lew w mawzoun rabi ya7mik aycha,Positive
,Yejib mi jebya w ye7ot fil 5abya,Negative
,اني نحبك بارشا يا وجيها انتي مومثلا شاطرا,Positive
,مرا تونسيه و عليها الكلام  زينة يا بنت القمح و بنت شعير ما احلاك خليييييك هكاكا ❤️❤️❤️🇹🇳🇹🇳🇹🇳🇹🇳,Positive
,ka3ba laaaaaaaaaa,Negative
,الله يهلكهم,Negative
,مبروك عليها انشاء الله,Positive
,Bravo !!!!,Positive
,أي والله بكاتني برافو خديجة,Positive
,Ammouna a7na elfans mte3ek n7ebouk wna3 ch9ou soutek nchallah dima nej7a wmnayretna y'a ghalya 😘,Positive
,Ma7soub 3malt afar kbir pfffffff lik w lak echleka,Negative
,يا همال ما زلتوا ما قلبتوش مناضركم ها الخمج,Negative
,Ya sourek ya 5oumej tbi3ou fi gerd tath7kou 3l cherih,Negative
,malla 5amij mouch kan mcha .......................,Negative
,Maaasset ma9itou matjibou,Negative
,Bravo karim👍👍👍,Positive
,حط برشلونة خاسرة في بلادهاا بهييم هههههههههه,Negative
,قناة الدعارة,Negative
,Mas9etha ines w masswed 9albha asswed ki ch3arha w ki veste li dima telbes fiha!,Negative
,راك معلم يا شكيب.,Positive
,والله زويز روعه ربي يبارك,Positive
,إنسان كارثة على البلاد ومريض ومتخلف ومنحط أخلاقيا ومهوش متربي,Negative
,عسولة,Positive
,معلم سيد الرجال ما يشرفوش يقعد بحذ امسخين حشي الرجال,Positive
,انسان متربي و مخو نظيف موش كيف الفرطاس نوفل حتى بلادتو مستحبة وباش يولي برنامج عائلي,Positive
,شبو معلم راك .. ! <3,Positive
,Amset men Boughalleb barcha,Negative
,ممرڨها و ممسطها,Negative
,hhhhhhh ma7la zinou <3 <3,Positive
,manawwar essahriya ya amir,Positive
,مستوي منحط,Negative
,Nhebha,Positive
,Malla fthaya7 ani 9e3id netfarraj i3lem l3ar !,Negative
,Thabel wajiha,Positive
,يا توفيق انتي ممثل أش مدخلك تحكي في سياسة حاجه ماتفهمهش,Negative
,معزو هالفنان برافووووو,Positive
,Ti3jibni barcha mraa mas2oula bravo,Positive
